Customer_ID,Rating,Review,Sentiment
"10,059",2,I'm so disappointed with Lululemon Yoga SlipOns. It's not worth it.,negative
"10,060",4,I couldn't be happier with Studded Combat Boots.,positive
"10,061",3,I have mixed feelings about Chanel ChainEmbellished Loafers.,neutral
"10,062",3,Avoid American Eagle Outfitters SlipOn Sneakers at all costs. It's a waste of money.,negative
"10,063",3,I had a bad experience with Gap Classic Canvas Sneakers. Don't buy it.,negative
"10,064",2,I'm so disappointed with Steve Madden Clear Heel Mules. It's not worth it.,negative
"10,065",4,Highly recommended! Aeropostale Studded Sandals exceeded my expectations.,positive
"10,066",3,"Not bad, but not great either. Fendi Striped Slingback Sandals is average.",neutral
"10,067",1,I'm so disappointed with American Eagle Outfitters HighTop Sneakers. It's not worth it.,negative
"10,068",5,Highly recommended! American Eagle Outfitters Espadrille Wedges exceeded my expectations.,positive
"10,069",1,Avoid Steve Madden SlipOn Sneakers at all costs. It's a waste of money.,negative
"10,070",3,Avoid Guess Logo HighTop Sneakers at all costs. It's a waste of money.,negative
"10,071",1,Avoid Logo Strap Slide Sandals at all costs. It's a waste of money.,negative
"10,072",3,Avoid Coach Leather Ankle Boots at all costs. It's a waste of money.,negative
"10,073",3,The North Face Insulated Winter Boots is okay. It does the job.,neutral
"10,074",3,New Balance CrossTraining Sneakers is okay. It does the job.,neutral
"10,075",3,I had a bad experience with Guess Patent Leather Ankle Boots. Don't buy it.,negative
"10,076",5,Highly recommended! Balmain Logo HighTop Sneakers exceeded my expectations.,positive
"10,077",3,Avoid ChainEmbellished Booties at all costs. It's a waste of money.,negative
"10,078",3,YSL Python Print Booties is okay. It does the job.,neutral
"10,079",4,I absolutely love Fila Striped Slide Sandals! It's fantastic.,positive
"10,080",4,Highly recommended! Embellished Loafer Mules exceeded my expectations.,positive
"10,081",3,F21 Faux Leather Ankle Boots is okay. It does the job.,neutral
"10,082",5,I absolutely love Ralph Lauren Ankle Strap Sandals! It's fantastic.,positive
"10,083",3,"Not bad, but not great either. Adidas Campus Classic Shoes is average.",neutral
"10,084",3,J.Crew Leather Chelsea Boots is okay. It does the job.,neutral
"10,085",4,I couldn't be happier with Puma Clyde Court Basketball Shoes.,positive
"10,086",4,Highly recommended! H&M Pointed Toe Pumps exceeded my expectations.,positive
"10,087",4,I couldn't be happier with Gap LaceUp Booties.,positive
"10,088",2,Avoid Calvin Klein Slingback Sandals at all costs. It's a waste of money.,negative
"10,089",2,I'm so disappointed with Vans Old Skool Skate Shoes. It's not worth it.,negative
"10,090",3,I have mixed feelings about Nike Free RN Flyknit Running Shoes.,neutral
"10,091",3,I have mixed feelings about H&M Pointed Toe Pumps.,neutral
"10,092",4,Highly recommended! Gucci GG Supreme Canvas Sandals exceeded my expectations.,positive
"10,093",3,Gap Striped SlipOn Sneakers is terrible. I regret buying it.,negative
"10,094",5,Highly recommended! ucci Web Stripe Sneaker Boots exceeded my expectations.,positive
"10,095",4,I couldn't be happier with Buckle Strap Combat Boots.,positive
"10,096",3,I have mixed feelings about ASOS SockStyle Sneakers.,neutral
"10,097",5,Puma Hybrid Rocket Running Shoes is a great purchase. I'm really satisfied.,positive
"10,098",2,Avoid Balenciaga Runner Sandals at all costs. It's a waste of money.,negative
"10,099",5,I absolutely love Guess Stiletto Heel Booties! It's fantastic.,positive
"10,100",3,Burberry Vintage Logo HighTops is okay. It does the job.,neutral
"10,101",4,Mango Bow Detail Pumps is a great purchase. I'm really satisfied.,positive
"10,102",3,I'm so disappointed with Diesel Zipper Detail Sneaker Boots. It's not worth it.,negative
"10,103",3,Nike Roshe Run Sneakers is okay. It does the job.,neutral
"10,104",2,Avoid Lululemon Ballet Flats at all costs. It's a waste of money.,negative
"10,105",4,I couldn't be happier with ASOS SlipOn Loafers.,positive
"10,106",3,"Not bad, but not great either. Tommy Hilfiger Suede Ankle Boots is average.",neutral
"10,107",3,I'm so disappointed with Lululemon Yoga Mat Sandals. It's not worth it.,negative
"10,108",2,Avoid American Eagle Outfitters Logo Sneakers at all costs. It's a waste of money.,negative
"10,109",3,Vans Checkerboard SlipOns is okay. It does the job.,neutral
"10,110",3,The North Face Insulated Winter Boots is okay. It does the job.,neutral
"10,111",1,I'm so disappointed with Zara Strappy Sandals. It's not worth it.,negative
"10,112",5,I absolutely love Adidas Yeezy Boost 350 V2! It's fantastic.,positive
"10,113",1,Avoid Versace Medusa Head HighTop Sneakers at all costs. It's a waste of money.,negative
"10,114",4,I couldn't be happier with Columbia Waterproof Hiking Boots.,positive
"10,115",4,Ralph Lauren Leather Driving Shoes is a great purchase. I'm really satisfied.,positive
"10,116",3,Puma Suede Classic Sneakers is okay. It does the job.,neutral
"10,117",2,I had a bad experience with Vans Sk8Hi HighTops. Don't buy it.,negative
"10,118",1,I'm so disappointed with Nike React Element 55 Sneakers. It's not worth it.,negative
"10,119",4,I absolutely love The North Face Snow Sneakers! It's fantastic.,positive
"10,120",3,Avoid Givenchy Logo HighTop Sneakers at all costs. It's a waste of money.,negative
"10,121",3,I have mixed feelings about Banana Republic Pointed Toe Loafers.,neutral
"10,122",2,H&M Pointed Toe Pumps is terrible. I regret buying it.,negative
"10,123",4,I couldn't be happier with Under Armour Football Boots.,positive
"10,124",5,I absolutely love Columbia Sportswear Hiking Boots! It's fantastic.,positive
"10,125",3,"Not bad, but not great either. Levi's Vintage Denim Clogs is average.",neutral
"10,126",3,I have mixed feelings about Clear Block Heel Booties.,neutral
"10,127",1,Banana Republic Leopard Print Flats is terrible. I regret buying it.,negative
"10,128",4,Coach Chelsea Booties is a great purchase. I'm really satisfied.,positive
"10,129",3,"Not bad, but not great either. Ruffle Trim Block Heels is average.",neutral
"10,130",5,New Balance Running Shoes is a great purchase. I'm really satisfied.,positive
"10,131",5,I absolutely love Ralph Lauren Penny Loafers! It's fantastic.,positive
"10,132",1,New Balance Tennis Shoes is terrible. I regret buying it.,negative
"10,133",5,I couldn't be happier with Gucci Leather Ankle Boots.,positive
"10,134",3,I'm so disappointed with Columbia Snow Boots. It's not worth it.,negative
"10,135",3,I have mixed feelings about Columbia Sportswear Lightweight Hiking Shoes.,neutral
"10,136",5,I couldn't be happier with Embellished Loafer Mules.,positive
"10,137",4,Highly recommended! Tommy Hilfiger Suede Ankle Boots exceeded my expectations.,positive
"10,138",5,Highly recommended! Diesel Camo Print SlipOns exceeded my expectations.,positive
"10,139",1,I'm so disappointed with Vans Platform Sneakers. It's not worth it.,negative
"10,140",3,I have mixed feelings about Puma Vikky Ribbon P Sneakers.,neutral
"10,141",5,Dolce & Gabbana Lace Embellished Pumps is a great purchase. I'm really satisfied.,positive
"10,142",5,I absolutely love ucci Web Stripe Sneaker Boots! It's fantastic.,positive
"10,143",3,Michael Kors Ballet Flats is okay. It does the job.,neutral
"10,144",1,I'm so disappointed with Old Navy Canvas HighTops. It's not worth it.,negative
"10,145",1,Avoid YSL Chain Detail Pumps at all costs. It's a waste of money.,negative
"10,146",3,I had a bad experience with Adidas Superstar Sneakers. Don't buy it.,negative
"10,147",5,I absolutely love Fendi Velvet Ballet Flats! It's fantastic.,positive
"10,148",3,I had a bad experience with Reebok DMX Series 2K Sneakers. Don't buy it.,negative
"10,149",4,I couldn't be happier with Versace Baroque Print Loafers.,positive
"10,150",3,Puma Hybrid Rocket Running Shoes is okay. It does the job.,neutral
"10,151",1,I'm so disappointed with Prada Monochrome Sneakers. It's not worth it.,negative
"10,152",3,I have mixed feelings about Pointed Toe Slingbacks.,neutral
"10,153",4,I couldn't be happier with Adidas Superstar Sneakers.,positive
"10,154",3,I have mixed feelings about Burberry Monogram Heel Booties.,neutral
"10,155",5,Tommy Hilfiger Striped Sneakers is a great purchase. I'm really satisfied.,positive
"10,156",5,Highly recommended! Reebok Instapump Fury Sneakers exceeded my expectations.,positive
"10,157",3,Aeropostale Denim SlipOns is terrible. I regret buying it.,negative
"10,158",4,Highly recommended! Striped Espadrille Flats exceeded my expectations.,positive
"10,159",3,I have mixed feelings about J.Crew Leather Chelsea Boots.,neutral
"10,160",5,Givenchy Logo HighTop Sneakers is a great purchase. I'm really satisfied.,positive
"10,161",3,Patagonia Insulated Winter Boots is okay. It does the job.,neutral
"10,162",5,I couldn't be happier with Levi's Classic Denim Sneakers.,positive
"10,163",2,I had a bad experience with Tommy Hilfiger Leather Booties. Don't buy it.,negative
"10,164",3,I have mixed feelings about Dolce & Gabbana Brocade Loafers.,neutral
"10,165",3,"Not bad, but not great either. Fila Disruptor II Platform Sandals is average.",neutral
"10,166",3,Reebok DMX Series 2K Sneakers is okay. It does the job.,neutral
"10,167",3,I'm so disappointed with Embroidered ThighHigh Boots. It's not worth it.,negative
"10,168",3,Studded Biker Boots is okay. It does the job.,neutral
"10,169",3,Converse One Star Suede Sneakers is okay. It does the job.,neutral
"10,170",3,"Not bad, but not great either. H&M Chelsea Boots is average.",neutral
"10,171",4,I absolutely love Gabbana Sicily Print Ballet Flats! It's fantastic.,positive
"10,172",3,Gucci Horsebit Loafers is terrible. I regret buying it.,negative
"10,173",3,Balmain Camouflage Sneakers is okay. It does the job.,neutral
"10,174",5,I absolutely love Columbia Sportswear Lightweight Hiking Shoes! It's fantastic.,positive
"10,175",3,I'm so disappointed with New Balance Tennis Shoes. It's not worth it.,negative
"10,176",3,Diesel Distressed Denim Sneakers is okay. It does the job.,neutral
"10,177",3,Lululemon Breathable Workout Sneakers is terrible. I regret buying it.,negative
"10,178",4,Michael Kors Block Heel Booties is a great purchase. I'm really satisfied.,positive
"10,179",3,I had a bad experience with Uniqlo FlipFlops. Don't buy it.,negative
"10,180",1,Avoid Guess Stiletto Heel Booties at all costs. It's a waste of money.,negative
"10,181",3,"Not bad, but not great either. Michael Kors Logo Sneakers is average.",neutral
"10,182",3,I had a bad experience with Fendi Leather Ankle Boots. Don't buy it.,negative
"10,183",4,The North Face ThermoBall Slippers is a great purchase. I'm really satisfied.,positive
"10,184",3,Balenciaga Chain Link Loafers is okay. It does the job.,neutral
"10,185",3,I have mixed feelings about Diesel Studded Ankle Boots.,neutral
"10,186",1,Avoid Diesel Leather Biker Booties at all costs. It's a waste of money.,negative
"10,187",2,I had a bad experience with Columbia Snow Sneakers. Don't buy it.,negative
"10,188",4,Gap Pointed Toe Flats is a great purchase. I'm really satisfied.,positive
"10,189",3,Sequin SlipOn Sneakers is terrible. I regret buying it.,negative
"10,190",3,I had a bad experience with The North Face Winter Boots. Don't buy it.,negative
"10,191",3,Columbia Sportswear Winter Boots is okay. It does the job.,neutral
"10,192",3,Avoid Leopard Print Heels at all costs. It's a waste of money.,negative
"10,193",3,"Not bad, but not great either. Converse Chuck Taylor All Star HighTops is average.",neutral
"10,194",1,I had a bad experience with Gap SlipOn Espadrilles. Don't buy it.,negative
"10,195",3,Columbia Sportswear WaterResistant Sneakers is okay. It does the job.,neutral
"10,196",3,I have mixed feelings about Under Armour Golf Shoes.,neutral
"10,197",3,I have mixed feelings about Reebok Instapump Fury Sneakers.,neutral
"10,198",3,"Not bad, but not great either. Fendi Velvet Ballet Flats is average.",neutral
"10,199",5,I absolutely love Coach Pointed Toe Pumps! It's fantastic.,positive
"10,200",3,Converse Pro Leather HighTops is okay. It does the job.,neutral
"10,201",4,Highly recommended! Sequin SlipOn Sneakers exceeded my expectations.,positive
"10,202",1,Avoid Camo Print SlipOns at all costs. It's a waste of money.,negative
"10,203",1,I had a bad experience with H&M LaceUp Ankle Boots. Don't buy it.,negative
"10,204",3,I had a bad experience with Vans Old Skool Skate Shoes. Don't buy it.,negative
"10,205",2,I'm so disappointed with Topshop Logo SlipOns. It's not worth it.,negative
"10,206",4,LaceUp Military Boots is a great purchase. I'm really satisfied.,positive
"10,207",4,Highly recommended! Prada CrystalEmbellished Sandals exceeded my expectations.,positive
"10,208",3,"Not bad, but not great either. Banana Republic Patent Leather Pumps is average.",neutral
"10,209",4,Reebok CrossFit Training Shoes is a great purchase. I'm really satisfied.,positive
"10,210",3,"Not bad, but not great either. Tommy Hilfiger Suede Ankle Boots is average.",neutral
"10,211",1,Michael Kors Embossed Leather Loafers is terrible. I regret buying it.,negative
"10,212",3,Burberry Striped Sock Sneakers is okay. It does the job.,neutral
"10,213",3,I have mixed feelings about Fendi Logo Strap Espadrilles.,neutral
"10,214",2,I'm so disappointed with Fendi Pequin Canvas SlipOns. It's not worth it.,negative
"10,215",3,I have mixed feelings about Lululemon Hiking Boots.,neutral
"10,216",2,Versace Greek Key Sandals is terrible. I regret buying it.,negative
"10,217",3,Avoid Columbia Sportswear Lightweight Hiking Shoes at all costs. It's a waste of money.,negative
"10,218",3,I'm so disappointed with Reebok CrossFit Training Shoes. It's not worth it.,negative
"10,219",3,Converse Run Star Hike Sneakers is okay. It does the job.,neutral
"10,220",4,Highly recommended! Timberland Boat Shoes exceeded my expectations.,positive
"10,221",2,I'm so disappointed with Vans Leopard Print Sneakers. It's not worth it.,negative
"10,222",3,Puma Basket Classic LFS Sneakers is okay. It does the job.,neutral
"10,223",3,I have mixed feelings about YSL Chain Detail Pumps.,neutral
"10,224",3,"Not bad, but not great either. Lululemon Logo Athletic Sneakers is average.",neutral
"10,225",2,American Eagle is terrible. I regret buying it.,negative
"10,226",3,H&M Buckle Detail Booties is okay. It does the job.,neutral
"10,227",3,I have mixed feelings about ASOS Platform Sandals.,neutral
"10,228",1,I had a bad experience with Striped Pointed Flats. Don't buy it.,negative
"10,229",5,I couldn't be happier with Coach Suede Loafers.,positive
"10,230",1,I'm so disappointed with Aeropostale Floral Print Sneakers. It's not worth it.,negative
"10,231",3,I'm so disappointed with Fila Ray Tracer Running Shoes. It's not worth it.,negative
"10,232",3,Guess LaceUp Gladiator Sandals is terrible. I regret buying it.,negative
"10,233",3,VS Logo HighTop Sneakers is okay. It does the job.,neutral
"10,234",3,Nike SB Dunk Low Skate Shoes is okay. It does the job.,neutral
"10,235",3,Under Armour Football Boots is okay. It does the job.,neutral
"10,236",3,"Not bad, but not great either. Converse Run Star Hike Sneakers is average.",neutral
"10,237",5,I absolutely love Givenchy Velvet Ballet Flats! It's fantastic.,positive
"10,238",5,Topshop Western Boots is a great purchase. I'm really satisfied.,positive
"10,239",3,I have mixed feelings about H&M Strappy Sandals.,neutral
"10,240",1,I'm so disappointed with Sock Sneaker Booties. It's not worth it.,negative
"10,241",3,"Not bad, but not great either. Diesel Platform Sandals is average.",neutral
"10,242",3,I'm so disappointed with Chanel Patent Leather Booties. It's not worth it.,negative
"10,243",3,"Not bad, but not great either. Clear Block Heel Booties is average.",neutral
"10,244",3,"Not bad, but not great either. ASOS Chunky Sole Sneakers is average.",neutral
"10,245",3,I'm so disappointed with Dolce & Gabbana Majolica Tile Espadrilles. It's not worth it.,negative
"10,246",4,J.Crew Leopard Print Sandals is a great purchase. I'm really satisfied.,positive
"10,247",3,I'm so disappointed with Balmain Python Print Heels. It's not worth it.,negative
"10,248",1,J.Crew Suede Desert Boots is terrible. I regret buying it.,negative
"10,249",3,I have mixed feelings about Chanel Quilted Leather Boots.,neutral
"10,250",3,I have mixed feelings about Balenciaga Logo Pool Slides.,neutral
"10,251",2,Adidas Ultraboost Running Shoes is terrible. I regret buying it.,negative
"10,252",4,I couldn't be happier with Balmain Camouflage Sneakers.,positive
"10,253",3,"Not bad, but not great either. Columbia Sportswear Waterproof Trail Shoes is average.",neutral
"10,254",3,I have mixed feelings about ucci Web Stripe Sneaker Boots.,neutral
"10,255",3,I have mixed feelings about Balmain Buckle Detail Loafers.,neutral
"10,256",3,Reebok Classic HighTop Sneakers is okay. It does the job.,neutral
"10,257",3,I had a bad experience with Converse Run Star Hike Sneakers. Don't buy it.,negative
"10,258",4,Balenciaga BB Logo Leather Flats is a great purchase. I'm really satisfied.,positive
"10,259",3,"Not bad, but not great either. Levi's Distressed Sneaker Boots is average.",neutral
"10,260",2,Old Navy Jelly Ballet Flats is terrible. I regret buying it.,negative
"10,261",3,I have mixed feelings about Levi's Distressed Sneaker Boots.,neutral
"10,262",3,H&M Buckle Detail Booties is okay. It does the job.,neutral
"10,263",2,Avoid Adidas Ultraboost Running Shoes at all costs. It's a waste of money.,negative
"10,264",4,Highly recommended! Tommy Hilfiger Boat Shoes exceeded my expectations.,positive
"10,265",3,"Not bad, but not great either. Zara High Heel Sandals is average.",neutral
"10,266",3,Avoid Reebok CrossFit Training Shoes at all costs. It's a waste of money.,negative
"10,267",4,Highly recommended! Michael Kors Block Heel Booties exceeded my expectations.,positive
"10,268",5,I couldn't be happier with Prada Saffiano Leather Loafers.,positive
"10,269",3,Avoid Gap Bow Detail Ballet Flats at all costs. It's a waste of money.,negative
"10,270",2,I'm so disappointed with Coach Suede Loafers. It's not worth it.,negative
"10,271",4,I absolutely love Calvin Klein Chelsea Booties! It's fantastic.,positive
"10,272",3,I have mixed feelings about Columbia Waterproof Trail Shoes.,neutral
"10,273",3,Fila Heritage Court Classics is okay. It does the job.,neutral
"10,274",4,Calvin Klein LaceUp Oxfords is a great purchase. I'm really satisfied.,positive
"10,275",3,Reebok Workout Plus Shoes is terrible. I regret buying it.,negative
"10,276",4,Gucci GG Supreme Canvas Sandals is a great purchase. I'm really satisfied.,positive
"10,277",3,I have mixed feelings about Chanel CC Logo HighTop Sneakers.,neutral
"10,278",5,Old Navy Striped Slipper Slides is a great purchase. I'm really satisfied.,positive
"10,279",3,I have mixed feelings about YSL Logo HighTop Sneakers.,neutral
"10,280",3,Gucci Dionysus Suede Pumps is okay. It does the job.,neutral
"10,281",3,Studded Combat Boots is okay. It does the job.,neutral
"10,282",3,I have mixed feelings about Burberry Buckle Detail Sandals.,neutral
"10,283",3,I have mixed feelings about H&M Buckle Detail Booties.,neutral
"10,284",3,I have mixed feelings about Adidas Gazelle Suede Sneakers.,neutral
"10,285",2,I had a bad experience with Columbia Waterproof Trail Shoes. Don't buy it.,negative
"10,286",3,I'm so disappointed with ASOS Chunky Sole Sneakers. It's not worth it.,negative
"10,287",5,Balenciaga Logo Pool Slides is a great purchase. I'm really satisfied.,positive
"10,288",5,Fendi Striped Slingback Sandals is a great purchase. I'm really satisfied.,positive
"10,289",5,I absolutely love Chanel Tweed Ankle Boots! It's fantastic.,positive
"10,290",2,Fendi Studded Booties is terrible. I regret buying it.,negative
"10,291",3,I have mixed feelings about Coach Suede Loafers.,neutral
"10,292",3,I have mixed feelings about American Eagle Outfitters Logo Sneakers.,neutral
"10,293",1,Avoid Breathable Mesh Sneakers at all costs. It's a waste of money.,negative
"10,294",5,ASOS Canvas Espadrilles is a great purchase. I'm really satisfied.,positive
"10,295",1,I had a bad experience with McQueen Logo HighTops. Don't buy it.,negative
"10,296",1,ASOS Canvas Espadrilles is terrible. I regret buying it.,negative
"10,297",1,I had a bad experience with SlipOn Loafers. Don't buy it.,negative
"10,298",1,I'm so disappointed with Uniqlo Logo HighTops. It's not worth it.,negative
"10,299",5,I absolutely love Gucci Dionysus Suede Pumps! It's fantastic.,positive
"10,300",5,I absolutely love Studded Biker Boots! It's fantastic.,positive
"10,301",1,I'm so disappointed with Under Armour Hiking Boots. It's not worth it.,negative
"10,302",4,I couldn't be happier with Balenciaga SquareToe Pumps.,positive
"10,303",3,"Not bad, but not great either. Classic YSL Velvet Loafers is average.",neutral
"10,304",3,Burberry Plaid Ballet Flats is okay. It does the job.,neutral
"10,305",4,I absolutely love Dolce & Gabbana Velvet Mary Janes! It's fantastic.,positive
"10,306",4,Highly recommended! Prada Logo HighTop Sneakers exceeded my expectations.,positive
"10,307",3,I have mixed feelings about Uniqlo Logo HighTops.,neutral
"10,308",4,I couldn't be happier with New Balance Athletic HighTops.,positive
"10,309",3,Vans Classic SlipOn Sneakers is okay. It does the job.,neutral
"10,310",2,I'm so disappointed with ChainEmbellished Booties. It's not worth it.,negative
"10,311",3,I have mixed feelings about H&M Buckle Detail Booties.,neutral
"10,312",1,Suede Pointed Toe Flats is terrible. I regret buying it.,negative
"10,313",3,I'm so disappointed with Versace Leather Ankle Boots. It's not worth it.,negative
"10,314",4,Highly recommended! Vans Era LowTop Sneakers exceeded my expectations.,positive
"10,315",2,I'm so disappointed with Under Armour CrossTraining Shoes. It's not worth it.,negative
"10,316",1,I'm so disappointed with Timberland Pro Work Boots. It's not worth it.,negative
"10,317",1,Dolce & Gabbana Patent Leather Booties is terrible. I regret buying it.,negative
"10,318",1,I'm so disappointed with Lululemon Yoga Mat Sandals. It's not worth it.,negative
"10,319",5,Highly recommended! Steve Madden Logo HighTops exceeded my expectations.,positive
"10,320",4,I couldn't be happier with Converse Jack Purcell LowTop Sneakers.,positive
"10,321",2,Coach Buckle Detail Boots is terrible. I regret buying it.,negative
"10,322",4,Old Navy Slide Sandals is a great purchase. I'm really satisfied.,positive
"10,323",1,Adidas Continental 80s Sneakers is terrible. I regret buying it.,negative
"10,324",3,I'm so disappointed with Tommy Hilfiger Striped Sneakers. It's not worth it.,negative
"10,325",3,Converse Pro Leather HighTops is okay. It does the job.,neutral
"10,326",3,Converse Chuck Taylor All Star HighTops is okay. It does the job.,neutral
"10,327",3,Coach Studded Sandals is okay. It does the job.,neutral
"10,328",3,"Not bad, but not great either. Michael Kors Ankle Strap Sandals is average.",neutral
"10,329",2,Avoid Studded Western Booties at all costs. It's a waste of money.,negative
"10,330",4,I couldn't be happier with Old Navy Canvas HighTops.,positive
"10,331",3,"Not bad, but not great either. Gabbana Sicily Print Ballet Flats is average.",neutral
"10,332",5,I absolutely love Chanel TwoTone Ballet Flats! It's fantastic.,positive
"10,333",5,Clear Block Heel Booties is a great purchase. I'm really satisfied.,positive
"10,334",3,"Not bad, but not great either. J.Crew Classic Penny Loafers is average.",neutral
"10,335",1,I had a bad experience with Zara SockStyle Sneakers. Don't buy it.,negative
"10,336",4,I couldn't be happier with Diesel Logo HighTop Sneakers.,positive
"10,337",4,I absolutely love Gucci Snake Print Platform Heels! It's fantastic.,positive
"10,338",3,ASOS Bow Detail Flats is terrible. I regret buying it.,negative
"10,339",3,Avoid Studded Ankle Strap Sandals at all costs. It's a waste of money.,negative
"10,340",1,I'm so disappointed with Floral Lace Espadrilles. It's not worth it.,negative
"10,341",5,Fila Disruptor II Platform Sandals is a great purchase. I'm really satisfied.,positive
"10,342",3,I had a bad experience with Chanel Sock Sneaker Boots. Don't buy it.,negative
"10,343",4,Highly recommended! Angel Wing Embellished Sandals exceeded my expectations.,positive
"10,344",2,Avoid Diesel Crocodile Embossed Loafers at all costs. It's a waste of money.,negative
"10,345",3,I'm so disappointed with Balmain Python Print Heels. It's not worth it.,negative
"10,346",5,Mango Velvet Loafers is a great purchase. I'm really satisfied.,positive
"10,347",5,Timberland Chukka Boots is a great purchase. I'm really satisfied.,positive
"10,348",3,Gucci CrystalEmbellished Ballerina Flats is okay. It does the job.,neutral
"10,349",4,I couldn't be happier with Ralph Lauren Plaid Ballet Flats.,positive
"10,350",4,Highly recommended! Burberry Buckle Detail Sandals exceeded my expectations.,positive
"10,351",3,Prada Logo HighTop Sneakers is okay. It does the job.,neutral
"10,352",4,Highly recommended! Chanel Tweed Ankle Boots exceeded my expectations.,positive
"10,353",2,Avoid Burberry Striped Sock Sneakers at all costs. It's a waste of money.,negative
